"","Time..s.","RIP.Band.1","Preprocessed.Band.1","RIP.Band.2","Preprocessed.Band.2"
"39426",172.15366,-0.0021823347,-0.06437871,NA,NA
"39427",172.15765,-0.0022272393,-0.064367175,NA,NA
"39428",172.16165,-0.002225764,-0.064355545,NA,NA
"39429",172.16565,-0.0021482706,-0.06434383,NA,NA
"39430",172.16965,-0.0020874068,-0.06433204,NA,NA
"39431",172.17365,-0.0021066517,-0.06432016,NA,NA
"39432",172.17764,-0.002166286,-0.064308204,NA,NA
"39433",172.18164,-0.0021551996,-0.06429617,NA,NA
"39434",172.18564,-0.0020880327,-0.06428407,NA,NA
"39435",172.18964,-0.0020152777,-0.064271905,NA,NA
"39436",172.19363,-0.0020490289,-0.06425967,NA,NA
"39437",172.19763,-0.0020979792,-0.064247385,NA,NA
"39438",172.20163,-0.0020862445,-0.06423504,NA,NA
"39439",172.20563,-0.0020141602,-0.06422265,NA,NA
"39440",172.20963,-0.001958549,-0.06421021,NA,NA
"39441",172.21362,-0.001977168,-0.06419774,NA,NA
"39442",172.21762,-0.002036199,-0.06418523,NA,NA
"39443",172.22162,-0.002021335,-0.06417269,NA,NA
"39444",172.22562,-0.0019508377,-0.06416012,NA,NA
"39445",172.22961,-0.0018818602,-0.06414754,NA,NA
"39446",172.23361,-0.0019198805,-0.06413494,NA,NA
"39447",172.23761,-0.0019647405,-0.06412233,NA,NA
"39448",172.24161,-0.0019585937,-0.064109705,NA,NA
"39449",172.2456,-0.0018788651,-0.06409708,NA,NA
"39450",172.2496,-0.0018232539,-0.06408445,NA,NA
"39451",172.2536,-0.0018472373,-0.06407182,NA,NA
"39452",172.2576,-0.0019019768,-0.0640592,NA,NA
"39453",172.2616,-0.0018871799,-0.064046584,NA,NA
"39454",172.2656,-0.0018145591,-0.06403398,NA,NA
"39455",172.26959,-0.001749672,-0.064021386,NA,NA
"39456",172.27359,-0.0017911345,-0.06400881,NA,NA
"39457",172.27759,-0.00183025,-0.063996255,NA,NA
"39458",172.28159,-0.0018230528,-0.06398372,NA,NA
"39459",172.28558,-0.0017500073,-0.063971214,NA,NA
"39460",172.28958,-0.0016871989,-0.063958734,NA,NA
"39461",172.29358,-0.0017195418,-0.063946284,NA,NA
"39462",172.29758,-0.0017695203,-0.063933864,NA,NA
"39463",172.30157,-0.0017553717,-0.063921474,NA,NA
"39464",172.30557,-0.0016816333,-0.06390911,NA,NA
"39465",172.30957,-0.0016198978,-0.06389679,NA,NA
"39466",172.31357,-0.0016545653,-0.0638845,NA,NA
"39467",172.31757,-0.0017044097,-0.06387223,NA,NA
"39468",172.32156,-0.0016885623,-0.06386,NA,NA
"39469",172.32556,-0.0016082972,-0.063847795,NA,NA
"39470",172.32956,-0.001552172,-0.06383562,NA,NA
"39471",172.33356,-0.0015916452,-0.06382348,NA,NA
"39472",172.33755,-0.0016426519,-0.06381136,NA,NA
"39473",172.34155,-0.0016224682,-0.06379927,NA,NA
"39474",172.34555,-0.0015527308,-0.06378721,NA,NA
"39475",172.34955,-0.001486592,-0.06377517,NA,NA
"39476",172.35355,-0.0015234724,-0.06376315,NA,NA
"39477",172.35754,-0.0015726238,-0.063751146,NA,NA
"39478",172.36154,-0.0015576035,-0.06373916,NA,NA
"39479",172.36554,-0.00148011,-0.063727185,NA,NA
"39480",172.36954,-0.0014253929,-0.06371522,NA,NA
"39481",172.37354,-0.0014550537,-0.06370327,NA,NA
"39482",172.37753,-0.0015106648,-0.06369132,NA,NA
"39483",172.38153,-0.0014887825,-0.063679375,NA,NA
"39484",172.38553,-0.0014166981,-0.06366743,NA,NA
"39485",172.38953,-0.0013580024,-0.06365548,NA,NA
"39486",172.39352,-0.0013946146,-0.06364353,NA,NA
"39487",172.39752,-0.0014437214,-0.06363157,NA,NA
"39488",172.40152,-0.0014292151,-0.06361961,NA,NA
"39489",172.40552,-0.0013495758,-0.06360764,NA,NA
"39490",172.40952,-0.0012977645,-0.06359567,NA,NA
"39491",172.41351,-0.0013341308,-0.06358369,NA,NA
"39492",172.41751,-0.0013814494,-0.0635717,NA,NA
"39493",172.42151,-0.0013629422,-0.063559696,NA,NA
"39494",172.4255,-0.0012898296,-0.063547686,NA,NA
"39495",172.4295,-0.0012297481,-0.06353567,NA,NA
"39496",172.4335,-0.0012727305,-0.063523635,NA,NA
"39497",172.4375,-0.001318194,-0.063511595,NA,NA
"39498",172.4415,-0.0013031065,-0.06349954,NA,NA
"39499",172.4455,-0.0012224168,-0.06348748,NA,NA
"39500",172.4495,-0.0011704937,-0.0634754,NA,NA
"39501",172.45349,-0.0012071282,-0.063463315,NA,NA
"39502",172.45749,-0.0012485906,-0.06345122,NA,NA
"39503",172.46149,-0.0012402311,-0.063439116,NA,NA
"39504",172.46548,-0.0011634305,-0.063427,NA,NA
"39505",172.46948,-0.0011003986,-0.06341488,NA,NA
"39506",172.47348,-0.0011484772,-0.06340275,NA,NA
"39507",172.47748,-0.0011914372,-0.06339061,NA,NA
"39508",172.48148,-0.0011696443,-0.06337847,NA,NA
"39509",172.48547,-0.0010941178,-0.063366316,NA,NA
"39510",172.48947,-0.001049839,-0.063354164,NA,NA
"39511",172.49347,-0.0010822043,-0.06334201,NA,NA
"39512",172.49747,-0.0011337474,-0.06332986,NA,NA
"39513",172.50146,-0.001110971,-0.063317716,NA,NA
"39514",172.50546,-0.0010366514,-0.06330558,NA,NA
"39515",172.50946,-0.000982292,-0.06329344,NA,NA
"39516",172.51346,-0.0010355785,-0.06328132,NA,NA
"39517",172.51746,-0.0010741353,-0.063269205,NA,NA
"39518",172.52145,-0.001056768,-0.0632571,NA,NA
"39519",172.52545,-0.0009798557,-0.063245006,NA,NA
"39520",172.52945,-0.0009307489,-0.06323292,NA,NA
"39521",172.53345,-0.0009758547,-0.06322086,NA,NA
"39522",172.53745,-0.001022771,-0.06320881,NA,NA
"39523",172.54144,-0.0010040179,-0.063196786,NA,NA
"39524",172.54544,-0.00092960894,-0.06318478,NA,NA
"39525",172.54944,-0.00087522715,-0.0631728,NA,NA
"39526",172.55344,-0.00092996657,-0.06316085,NA,NA
"39527",172.55743,-0.0009689033,-0.06314893,NA,NA
"39528",172.56143,-0.0009618178,-0.06313704,NA,NA
"39529",172.56543,-0.00088935345,-0.063125186,NA,NA
"39530",172.56943,-0.00084270537,-0.06311337,NA,NA
"39531",172.57343,-0.00088360906,-0.06310159,NA,NA
"39532",172.57742,-0.00093483925,-0.06308986,NA,NA
"39533",172.58142,-0.00091376156,-0.06307818,NA,NA
"39534",172.58542,-0.00084610283,-0.06306655,NA,NA
"39535",172.58942,-0.0007931292,-0.06305497,NA,NA
"39536",172.59341,-0.0008492768,-0.06304346,NA,NA
"39537",172.59741,-0.00089232624,-0.06303201,NA,NA
"39538",172.60141,-0.0008730367,-0.063020624,NA,NA
"39539",172.60541,-0.0007995665,-0.063009314,NA,NA
"39540",172.6094,-0.0007501021,-0.06299808,NA,NA
"39541",172.6134,-0.0008049309,-0.062986925,NA,NA
"39542",172.6174,-0.00085902214,-0.06297585,NA,NA
"39543",172.6214,-0.00082692504,-0.06296487,NA,NA
"39544",172.6254,-0.0007557124,-0.06295398,NA,NA
"39545",172.6294,-0.0007155463,-0.062943175,NA,NA
"39546",172.63339,-0.0007708445,-0.06293247,NA,NA
"39547",172.63739,-0.0008094013,-0.06292186,NA,NA
"39548",172.64139,-0.00079055876,-0.062911354,NA,NA
"39549",172.64539,-0.0007140264,-0.062900946,NA,NA
"39550",172.64938,-0.0006795153,-0.06289064,NA,NA
"39551",172.65338,-0.0007296279,-0.06288044,NA,NA
"39552",172.65738,-0.0007729009,-0.062870346,NA,NA
"39553",172.66138,-0.00075180084,-0.06286037,NA,NA
"39554",172.66537,-0.00067797303,-0.0628505,NA,NA
"39555",172.66937,-0.00063794106,-0.06284074,NA,NA
"39556",172.67337,-0.0006830469,-0.06283108,NA,NA
"39557",172.67737,-0.0007472411,-0.06282154,NA,NA
"39558",172.68137,-0.0007158369,-0.0628121,NA,NA
"39559",172.68536,-0.00064229965,-0.06280276,NA,NA
"39560",172.68936,-0.00060515106,-0.06279354,NA,NA
"39561",172.69336,-0.00065854937,-0.06278442,NA,NA
"39562",172.69736,-0.0007040128,-0.0627754,NA,NA
"39563",172.70135,-0.000677526,-0.06276649,NA,NA
"39564",172.70535,-0.0006098896,-0.06275768,NA,NA
"39565",172.70935,-0.0005716011,-0.06274897,NA,NA
"39566",172.71335,-0.0006362647,-0.06274036,NA,NA
"39567",172.71735,-0.0006743297,-0.062731855,NA,NA
"39568",172.72134,-0.0006555319,-0.06272345,NA,NA
"39569",172.72534,-0.0005786419,-0.06271514,NA,NA
"39570",172.72934,-0.00054938346,-0.06270693,NA,NA
"39571",172.73334,-0.00059750676,-0.06269882,NA,NA
"39572",172.73734,-0.000654079,-0.0626908,NA,NA
"39573",172.74133,-0.00062575936,-0.06268288,NA,NA
"39574",172.74533,-0.0005630851,-0.06267506,NA,NA
"39575",172.74933,-0.00052367896,-0.06266733,NA,NA
"39576",172.75333,-0.00058009475,-0.0626597,NA,NA
"39577",172.75732,-0.000626117,-0.06265217,NA,NA
"39578",172.76132,-0.00060593337,-0.062644735,NA,NA
"39579",172.76532,-0.0005373582,-0.06263739,NA,NA
"39580",172.76932,-0.00050794333,-0.06263014,NA,NA
"39581",172.77332,-0.00055933,-0.06262299,NA,NA
"39582",172.77731,-0.00061196834,-0.06261593,NA,NA
"39583",172.78131,-0.00058606267,-0.06260897,NA,NA
"39584",172.78531,-0.00051742047,-0.06260211,NA,NA
"39585",172.7893,-0.00048720092,-0.06259535,NA,NA
"39586",172.7933,-0.00055392087,-0.06258869,NA,NA
"39587",172.7973,-0.0005933717,-0.06258213,NA,NA
"39588",172.8013,-0.0005770549,-0.06257567,NA,NA
"39589",172.8053,-0.0005016625,-0.062569305,NA,NA
"39590",172.8093,-0.0004798919,-0.06256305,NA,NA
"39591",172.8133,-0.0005393699,-0.06255689,NA,NA
"39592",172.81729,-0.00058393925,-0.06255084,NA,NA
"39593",172.82129,-0.0005621016,-0.062544905,NA,NA
"39594",172.82529,-0.0005040318,-0.06253907,NA,NA
"39595",172.82928,-0.00046554208,-0.06253335,NA,NA
"39596",172.83328,-0.0005360395,-0.06252774,NA,NA
"39597",172.83728,-0.0005780384,-0.06252224,NA,NA
"39598",172.84128,-0.000557743,-0.06251686,NA,NA
"39599",172.84528,-0.0004877597,-0.06251159,NA,NA
"39600",172.84927,-0.00046366453,-0.06250645,NA,NA
"39601",172.85327,-0.0005295351,-0.06250143,NA,NA
"39602",172.85727,-0.0005800724,-0.06249653,NA,NA
"39603",172.86127,-0.0005494058,-0.06249176,NA,NA
"39604",172.86526,-0.0004886314,-0.062487118,NA,NA
"39605",172.86926,-0.0004633516,-0.062482607,NA,NA
"39606",172.87326,-0.0005335361,-0.06247823,NA,NA
"39607",172.87726,-0.0005708635,-0.062473986,NA,NA
"39608",172.88126,-0.00055895,-0.062469877,NA,NA
"39609",172.88525,-0.00048735738,-0.062465906,NA,NA
"39610",172.88925,-0.00047459453,-0.062462073,NA,NA
"39611",172.89325,-0.0005323291,-0.062458377,NA,NA
"39612",172.89725,-0.00058376044,-0.062454823,NA,NA
"39613",172.90125,-0.00055953115,-0.06245141,NA,NA
"39614",172.90524,-0.00049645454,-0.062448144,NA,NA
"39615",172.90924,-0.0004741028,-0.062445022,NA,NA
"39616",172.91324,-0.0005484447,-0.06244205,NA,NA
"39617",172.91724,-0.00058946013,-0.062439222,NA,NA
"39618",172.92123,-0.00057412684,-0.062436543,NA,NA
"39619",172.92523,-0.0005014166,-0.062434014,NA,NA
"39620",172.92923,-0.00048740208,-0.062431633,NA,NA
"39621",172.93323,-0.0005546361,-0.062429406,NA,NA
"39622",172.93723,-0.0006090179,-0.06242733,NA,NA
"39623",172.94122,-0.00057723373,-0.06242541,NA,NA
"39624",172.94522,-0.000516884,-0.062423643,NA,NA
"39625",172.94922,-0.0004982874,-0.062422033,NA,NA
"39626",172.95322,-0.0005765185,-0.06242058,NA,NA
"39627",172.95721,-0.0006120354,-0.062419284,NA,NA
"39628",172.96121,-0.0005992949,-0.062418144,NA,NA
"39629",172.96521,-0.00053040683,-0.062417164,NA,NA
"39630",172.96921,-0.00051071495,-0.062416345,NA,NA
"39631",172.9732,-0.0005869344,-0.06241568,NA,NA
"39632",172.9772,-0.0006341636,-0.06241518,NA,NA
"39633",172.9812,-0.00060649216,-0.062414832,NA,NA
"39634",172.9852,-0.0005486682,-0.062414646,NA,NA
"39635",172.9892,-0.0005278811,-0.062414616,NA,NA
"39636",172.9932,-0.00060459226,-0.062414743,NA,NA
"39637",172.9972,-0.0006481111,-0.062415022,NA,NA
"39638",173.00119,-0.0006262064,-0.062415455,NA,NA
"39639",173.00519,-0.00055767596,-0.06241604,NA,NA
"39640",173.00919,-0.00055322796,-0.062416773,NA,NA
"39641",173.01318,-0.00062035024,-0.062417656,NA,NA
"39642",173.01718,-0.00067158043,-0.062418688,NA,NA
"39643",173.02118,-0.00064549595,-0.06241986,NA,NA
"39644",173.02518,-0.0005803853,-0.06242118,NA,NA
"39645",173.02917,-0.0005695,-0.062422637,NA,NA
"39646",173.03317,-0.0006433055,-0.06242423,NA,NA
"39647",173.03717,-0.00068829954,-0.062425964,NA,NA
"39648",173.04117,-0.00066393614,-0.062427826,NA,NA
"39649",173.04517,-0.0005996749,-0.06242982,NA,NA
"39650",173.04916,-0.00059140474,-0.06243194,NA,NA
"39651",173.05316,-0.00066346675,-0.062434185,NA,NA
"39652",173.05716,-0.00070718676,-0.062436555,NA,NA
"39653",173.06116,-0.0006757155,-0.062439043,NA,NA
"39654",173.06516,-0.00061719865,-0.06244165,NA,NA
"39655",173.06915,-0.000618048,-0.062444374,NA,NA
"39656",173.07315,-0.0006784424,-0.06244721,NA,NA
"39657",173.07715,-0.000728935,-0.062450152,NA,NA
"39658",173.08115,-0.0007095784,-0.0624532,NA,NA
"39659",173.08514,-0.00063901395,-0.06245635,NA,NA
"39660",173.08914,-0.00063546,-0.0624596,NA,NA
"39661",173.09314,-0.0007027611,-0.062462945,NA,NA
"39662",173.09714,-0.0007509291,-0.062466383,NA,NA
"39663",173.10114,-0.00072243065,-0.06246991,NA,NA
"39664",173.10513,-0.0006589517,-0.062473524,NA,NA
"39665",173.10913,-0.00065184385,-0.062477224,NA,NA
"39666",173.11313,-0.0007371381,-0.062481005,NA,NA
"39667",173.11713,-0.00077012926,-0.06248486,NA,NA
"39668",173.12112,-0.000748381,-0.06248879,NA,NA
"39669",173.12512,-0.0006836057,-0.062492795,NA,NA
"39670",173.12912,-0.00068371743,-0.062496867,NA,NA
"39671",173.13312,-0.00075072795,-0.062501006,NA,NA
"39672",173.13712,-0.00079713017,-0.06250521,NA,NA
"39673",173.14111,-0.0007712692,-0.06250947,NA,NA
"39674",173.14511,-0.0007132441,-0.06251379,NA,NA
"39675",173.14911,-0.0006997436,-0.06251817,NA,NA
"39676",173.1531,-0.00078175217,-0.062522605,NA,NA
"39677",173.1571,-0.0008202642,-0.06252709,NA,NA
"39678",173.1611,-0.0007927492,-0.06253163,NA,NA
"39679",173.1651,-0.00072947145,-0.06253621,NA,NA
"39680",173.1691,-0.000726074,-0.062540844,NA,NA
"39681",173.1731,-0.0007996559,-0.06254552,NA,NA
"39682",173.1771,-0.00083979964,-0.06255024,NA,NA
"39683",173.18109,-0.0008133799,-0.06255499,NA,NA
"39684",173.18509,-0.0007485822,-0.06255978,NA,NA
"39685",173.18909,-0.0007465482,-0.06256461,NA,NA
"39686",173.19308,-0.0008175373,-0.06256948,NA,NA
"39687",173.19708,-0.0008549765,-0.06257437,NA,NA
"39688",173.20108,-0.0008408725,-0.0625793,NA,NA
"39689",173.20508,-0.0007694587,-0.06258424,NA,NA
"39690",173.20908,-0.0007749349,-0.06258922,NA,NA
"39691",173.21307,-0.00084196776,-0.06259422,NA,NA
"39692",173.21707,-0.0008890182,-0.06259924,NA,NA
"39693",173.22107,-0.00085604936,-0.062604286,NA,NA
"39694",173.22507,-0.00079134107,-0.062609345,NA,NA
"39695",173.22906,-0.00080256164,-0.062614426,NA,NA
"39696",173.23306,-0.00087556243,-0.06261952,NA,NA
"39697",173.23706,-0.00091242045,-0.06262463,NA,NA
"39698",173.24106,-0.000889577,-0.06262977,NA,NA
"39699",173.24506,-0.00082203,-0.062634915,NA,NA
"39700",173.24905,-0.0008294955,-0.06264008,NA,NA
"39701",173.25305,-0.00090571493,-0.06264526,NA,NA
"39702",173.25705,-0.0009460822,-0.06265045,NA,NA
"39703",173.26105,-0.0009172261,-0.06265566,NA,NA
"39704",173.26505,-0.0008588657,-0.06266088,NA,NA
"39705",173.26904,-0.00086494535,-0.06266612,NA,NA
"39706",173.27304,-0.0009483397,-0.06267138,NA,NA
"39707",173.27704,-0.0009840131,-0.06267665,NA,NA
"39708",173.28104,-0.0009534806,-0.06268195,NA,NA
"39709",173.28503,-0.00089851767,-0.06268727,NA,NA
"39710",173.28903,-0.00091150403,-0.06269261,NA,NA
"39711",173.29303,-0.0009836331,-0.062697984,NA,NA
"39712",173.29703,-0.001028046,-0.062703386,NA,NA
"39713",173.30103,-0.0009985417,-0.06270882,NA,NA
"39714",173.30502,-0.00094572455,-0.06271428,NA,NA
"39715",173.30902,-0.0009474233,-0.06271978,NA,NA
"39716",173.31302,-0.0010320023,-0.06272532,NA,NA
"39717",173.31702,-0.0010681674,-0.06273091,NA,NA
"39718",173.32101,-0.0010399371,-0.06273655,NA,NA
"39719",173.32501,-0.000980705,-0.06274224,NA,NA
"39720",173.32901,-0.0009967089,-0.06274799,NA,NA
"39721",173.33301,-0.0010719225,-0.06275381,NA,NA
"39722",173.337,-0.0011178777,-0.0627597,NA,NA
"39723",173.341,-0.0010829195,-0.06276565,NA,NA
"39724",173.345,-0.0010260344,-0.062771685,NA,NA
"39725",173.349,-0.0010326728,-0.0627778,NA,NA
"39726",173.353,-0.0011220798,-0.062784,NA,NA
"39727",173.357,-0.0011511147,-0.06279029,NA,NA
"39728",173.361,-0.0011268854,-0.06279667,NA,NA
"39729",173.36499,-0.0010657087,-0.06280314,NA,NA
"39730",173.36899,-0.0010875016,-0.06280971,NA,NA
"39731",173.37299,-0.0011583567,-0.06281638,NA,NA
"39732",173.37698,-0.0012009591,-0.062823154,NA,NA
"39733",173.38098,-0.0011680797,-0.06283003,NA,NA
"39734",173.38498,-0.001112245,-0.06283701,NA,NA
"39735",173.38898,-0.0011263937,-0.062844105,NA,NA
"39736",173.39297,-0.0012047812,-0.0628513,NA,NA
"39737",173.39697,-0.0012429804,-0.06285861,NA,NA
"39738",173.40097,-0.0012128502,-0.06286603,NA,NA
"39739",173.40497,-0.0011538416,-0.06287356,NA,NA
"39740",173.40897,-0.0011699125,-0.06288119,NA,NA
"39741",173.41296,-0.001249373,-0.06288893,NA,NA
"39742",173.41696,-0.0012859628,-0.06289678,NA,NA
"39743",173.42096,-0.0012558997,-0.06290474,NA,NA
"39744",173.42496,-0.0011935607,-0.06291281,NA,NA
"39745",173.42896,-0.0012048259,-0.06292098,NA,NA
"39746",173.43295,-0.0012920871,-0.06292926,NA,NA
"39747",173.43695,-0.0013350472,-0.06293763,NA,NA
"39748",173.44095,-0.0012994409,-0.06294611,NA,NA
"39749",173.44495,-0.0012419075,-0.06295468,NA,NA
"39750",173.44894,-0.0012597442,-0.062963344,NA,NA
"39751",173.45294,-0.001332365,-0.062972106,NA,NA
"39752",173.45694,-0.0013721958,-0.06298095,NA,NA
"39753",173.46094,-0.001338914,-0.06298988,NA,NA
"39754",173.46494,-0.001284577,-0.0629989,NA,NA
"39755",173.46893,-0.001294367,-0.06300799,NA,NA
"39756",173.47293,-0.001380533,-0.06301715,NA,NA
"39757",173.47693,-0.0014106855,-0.06302639,NA,NA
"39758",173.48093,-0.0013787001,-0.0630357,NA,NA
"39759",173.48492,-0.0013189316,-0.06304506,NA,NA
"39760",173.48892,-0.0013405904,-0.06305449,NA,NA
"39761",173.49292,-0.0014181286,-0.06306397,NA,NA
"39762",173.49692,-0.0014502704,-0.0630735,NA,NA
"39763",173.50092,-0.0014128312,-0.063083075,NA,NA
"39764",173.50491,-0.001361981,-0.06309269,NA,NA
"39765",173.50891,-0.0013752133,-0.06310235,NA,NA
"39766",173.51291,-0.0014597699,-0.06311204,NA,NA
"39767",173.5169,-0.0014856532,-0.06312176,NA,NA
"39768",173.5209,-0.0014530644,-0.0631315,NA,NA
"39769",173.5249,-0.0013936758,-0.06314126,NA,NA
"39770",173.5289,-0.0014215708,-0.06315103,NA,NA
"39771",173.5329,-0.001489833,-0.06316082,NA,NA
"39772",173.5369,-0.0015286133,-0.06317062,NA,NA
"39773",173.5409,-0.0014888048,-0.06318042,NA,NA
"39774",173.54489,-0.0014318749,-0.063190214,NA,NA
"39775",173.54889,-0.001451388,-0.06320001,NA,NA
"39776",173.55289,-0.0015289038,-0.0632098,NA,NA
"39777",173.55688,-0.001558274,-0.06321958,NA,NA
"39778",173.56088,-0.0015302896,-0.06322934,NA,NA
"39779",173.56488,-0.0014664754,-0.06323908,NA,NA
"39780",173.56888,-0.0014927387,-0.063248806,NA,NA
"39781",173.57288,-0.0015633926,-0.0632585,NA,NA
"39782",173.57687,-0.0016001165,-0.06326817,NA,NA
"39783",173.58087,-0.0015600622,-0.0632778,NA,NA
"39784",173.58487,-0.0015033111,-0.06328741,NA,NA
"39785",173.58887,-0.0015240312,-0.06329697,NA,NA
"39786",173.59286,-0.0016122088,-0.0633065,NA,NA
"39787",173.59686,-0.0016322806,-0.06331599,NA,NA
"39788",173.60086,-0.001597859,-0.063325435,NA,NA
"39789",173.60486,-0.0015401691,-0.06333484,NA,NA
"39790",173.60886,-0.0015698075,-0.063344195,NA,NA
"39791",173.61285,-0.0016409084,-0.063353516,NA,NA
"39792",173.61685,-0.0016729161,-0.06336279,NA,NA
"39793",173.62085,-0.0016359687,-0.06337202,NA,NA
"39794",173.62485,-0.0015867725,-0.06338121,NA,NA
"39795",173.62885,-0.0016013682,-0.06339035,NA,NA
"39796",173.63284,-0.0016878694,-0.06339945,NA,NA
"39797",173.63684,-0.0017132387,-0.063408494,NA,NA
"39798",173.64084,-0.0016795322,-0.063417494,NA,NA
"39799",173.64484,-0.0016177073,-0.06342645,NA,NA
"39800",173.64883,-0.0016491339,-0.06343536,NA,NA
"39801",173.65283,-0.0017268956,-0.06344423,NA,NA
"39802",173.65683,-0.0017587245,-0.06345305,NA,NA
"39803",173.66083,-0.0017167702,-0.063461825,NA,NA
"39804",173.66483,-0.0016624331,-0.063470565,NA,NA
"39805",173.66882,-0.0016895905,-0.06347927,NA,NA
"39806",173.67282,-0.0017684698,-0.06348793,NA,NA
"39807",173.67682,-0.0017948002,-0.06349657,NA,NA
"39808",173.68082,-0.0017585456,-0.06350517,NA,NA
"39809",173.68481,-0.0017030686,-0.06351375,NA,NA
"39810",173.68881,-0.0017368868,-0.063522294,NA,NA
"39811",173.69281,-0.0018087924,-0.06353082,NA,NA
"39812",173.69681,-0.0018400848,-0.063539326,NA,NA
"39813",173.7008,-0.0017973706,-0.06354781,NA,NA
"39814",173.7048,-0.0017479286,-0.06355628,NA,NA
"39815",173.7088,-0.0017725602,-0.06356474,NA,NA
"39816",173.7128,-0.0018559545,-0.06357319,NA,NA
"39817",173.7168,-0.0018814355,-0.06358163,NA,NA
"39818",173.7208,-0.0018479303,-0.06359007,NA,NA
"39819",173.7248,-0.0017867982,-0.06359851,NA,NA
"39820",173.72879,-0.0018230528,-0.06360696,NA,NA
"39821",173.73279,-0.0018980205,-0.06361542,NA,NA
"39822",173.73679,-0.0019289777,-0.06362389,NA,NA
"39823",173.74078,-0.0018815249,-0.06363238,NA,NA
"39824",173.74478,-0.001836665,-0.063640885,NA,NA
"39825",173.74878,-0.0018643364,-0.063649416,NA,NA
"39826",173.75278,-0.0019508153,-0.06365798,NA,NA
"39827",173.75677,-0.0019704178,-0.06366657,NA,NA
"39828",173.76077,-0.0019297823,-0.063675195,NA,NA
"39829",173.76477,-0.0018772781,-0.06368386,NA,NA
"39830",173.76877,-0.0019121021,-0.06369257,NA,NA
"39831",173.77277,-0.001989372,-0.06370132,NA,NA
"39832",173.77676,-0.002013132,-0.06371011,NA,NA
"39833",173.78076,-0.0019729212,-0.063718945,NA,NA
"39834",173.78476,-0.0019155219,-0.063727826,NA,NA
"39835",173.78876,-0.0019551516,-0.06373675,NA,NA
"39836",173.79276,-0.0020378977,-0.06374572,NA,NA
"39837",173.79675,-0.002054751,-0.06375474,NA,NA
"39838",173.80075,-0.00200399,-0.0637638,NA,NA
"39839",173.80475,-0.001969926,-0.06377291,NA,NA
"39840",173.80875,-0.0019967481,-0.063782066,NA,NA
"39841",173.81274,-0.0020745546,-0.063791275,NA,NA
"39842",173.81674,-0.0020959452,-0.063800536,NA,NA
"39843",173.82074,-0.0020545274,-0.06380984,NA,NA
"39844",173.82474,-0.0020026267,-0.0638192,NA,NA
"39845",173.82874,-0.00203716,-0.0638286,NA,NA
"39846",173.83273,-0.002109222,-0.06383806,NA,NA
"39847",173.83673,-0.0021438897,-0.06384756,NA,NA
"39848",173.84073,-0.0020923913,-0.0638571,NA,NA
"39849",173.84473,-0.0020462126,-0.06386668,NA,NA
"39850",173.84872,-0.0020890161,-0.06387631,NA,NA
"39851",173.85272,-0.0021557137,-0.06388597,NA,NA
"39852",173.85672,-0.0021847934,-0.06389567,NA,NA
"39853",173.86072,-0.0021344125,-0.0639054,NA,NA
"39854",173.86472,-0.0020894632,-0.06391517,NA,NA
"39855",173.86871,-0.002121672,-0.06392497,NA,NA
"39856",173.87271,-0.0022046864,-0.06393479,NA,NA
"39857",173.87671,-0.002221495,-0.06394464,NA,NA
"39858",173.8807,-0.0021772385,-0.0639545,NA,NA
"39859",173.8847,-0.0021217614,-0.06396439,NA,NA
"39860",173.8887,-0.0021682754,-0.06397429,NA,NA
"39861",173.8927,-0.0022425726,-0.06398421,NA,NA
"39862",173.8967,-0.0022666678,-0.06399414,NA,NA
"39863",173.9007,-0.002210699,-0.06400408,NA,NA
"39864",173.9047,-0.0021692142,-0.064014025,NA,NA
"39865",173.90869,-0.0022009537,-0.06402397,NA,NA
"39866",173.91269,-0.0022849068,-0.06403392,NA,NA
"39867",173.91669,-0.0022950545,-0.064043865,NA,NA
"39868",173.92068,-0.002253905,-0.0640538,NA,NA
"39869",173.92468,-0.002200842,-0.064063735,NA,NA
"39870",173.92868,-0.0022518039,-0.06407366,NA,NA
"39871",173.93268,-0.0023219883,-0.064083576,NA,NA
"39872",173.93668,-0.0023386404,-0.06409348,NA,NA
"39873",173.94067,-0.0022926852,-0.064103365,NA,NA
"39874",173.94467,-0.0022478253,-0.06411324,NA,NA
"39875",173.94867,-0.0022854432,-0.064123094,NA,NA
"39876",173.95267,-0.002365552,-0.06413294,NA,NA
"39877",173.95667,-0.0023814216,-0.06414276,NA,NA
"39878",173.96066,-0.0023383498,-0.064152576,NA,NA
"39879",173.96466,-0.0022847503,-0.06416237,NA,NA
"39880",173.96866,-0.0023348406,-0.064172156,NA,NA
"39881",173.97266,-0.002408512,-0.06418192,NA,NA
"39882",173.97665,-0.0024254546,-0.06419166,NA,NA
"39883",173.98065,-0.0023817793,-0.06420139,NA,NA
"39884",173.98465,-0.0023356453,-0.0642111,NA,NA
"39885",173.98865,-0.00238055,-0.06422079,NA,NA
"39886",173.99265,-0.0024598986,-0.06423047,NA,NA
"39887",173.99664,-0.0024756119,-0.064240135,NA,NA
"39888",174.00064,-0.0024350435,-0.064249784,NA,NA
"39889",174.00464,-0.0023849085,-0.06425942,NA,NA
"39890",174.00864,-0.002437994,-0.064269036,NA,NA
"39891",174.01263,-0.0025144368,-0.06427865,NA,NA
"39892",174.01663,-0.002521187,-0.06428825,NA,NA
